0.25000008940696716	0.4000001549720764	0.5500001311302185	0.7000001668930054	0.8500001430511475	1.0000001192092896	1.1500000953674316	1.3000000715255737	1.4500000476837158	1.600000023841858	1.75	1.999999761581421	2.5	2.75	3.0	3.5
800.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
1200.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
1600.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
2000.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
2400.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
2800.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
3200.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
3600.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
4000.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
4400.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
4800.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
5200.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
5600.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
6000.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
6400.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
6800.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
7200.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
7600.0	0.0	0.0	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125	4.5703125
