-11.602062	-9.668385	-8.7015465	-7.7347079999999995	-6.7678695	-5.801031	-3.8673539999999997	-1.9336769999999999	0.0	1.9336769999999999	3.8673539999999997
600.0	-6.640625	-6.640625	-4.6875	-2.734375	-1.171875	0.0	0.0	0.0	0.0	0.0	0.0
700.0	-6.640625	-6.640625	-4.6875	-2.734375	-1.171875	0.0	0.0	0.0	0.0	0.0	0.0
800.0	-5.078125	-5.078125	-3.90625	-2.734375	-1.171875	0.0	0.0	0.0	0.0	0.0	0.0
900.0	-3.125	-3.125	-2.34375	-1.5625	-0.78125	0.0	0.0	0.0	0.0	0.0	0.0
1000.0	-1.5625	-1.5625	-1.171875	-0.78125	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1200.0	-1.171875	-1.171875	-0.390625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
